id,created_at,likes,share,hashtags,user_id,sentiment,text,is_ad,image
05e0ddad-13fc-4f0b-9e8b-56e09947ba3e,2020-01-12 18:00:00,60,30,#Coziness #WarmWinterEvening,8932f764-8663-4efe-b5b8-7509d857e153,,Savoring the warmth of a cup of cocoa on a chilly winter evening.,true,https://images.pexels.com/photos/1462630/pexels-photo-1462630.jpeg
063ccf7e-943b-4703-b07b-eb1c65f72125,2023-10-05 14:15:00,43,21,#BakingAdventures #HighSchoolBakes,59665a53-5d2d-4f11-bd4f-325594bf0c14,neutral,Experimenting with a new recipe for a school bake sale. Baking adventures in the kitchen.,false,https://images.pexels.com/photos/2417842/pexels-photo-2417842.jpeg
067f168e-b57a-48ff-b6c1-44ef15721130,2020-08-12 11:30:00,25,12,#Jealousy #Envy,36902432-5cc3-4aa5-9d91-471c330cc2d1,,Jealousy consumes me as I witness others' success.,true,https://images.pexels.com/photos/1389429/pexels-photo-1389429.jpeg
069bc127-35d3-4980-982d-f7757a867bc1,2023-03-03 14:30:00,25,12,#Pride #Accomplishments,8932f764-8663-4efe-b5b8-7509d857e153,pride,Pride in accomplishing personal and professional goals.,false,https://images.pexels.com/photos/207662/pexels-photo-207662.jpeg
070ab4f9-e27e-4e31-bb8d-5b041979b159,2017-06-12 18:20:00,70,35,#Wonderment #DoubleRainbow,59665a53-5d2d-4f11-bd4f-325594bf0c14,,Wonderment at the beauty of a double rainbow after the rain.,true,https://images.pexels.com/photos/102127/pexels-photo-102127.jpeg
074069de-5daa-4fd6-a120-7c56c8e22819,2011-06-20 14:45:00,50,25,#Contentment #Nature,bc1f7e4a-d3a3-4681-bdc8-2990fbf7e59d,,"Embracing the beauty of nature, a moment of contentment.",true,https://images.pexels.com/photos/1173777/pexels-photo-1173777.jpeg
07ed82bc-74b3-4782-99aa-4ec52587156d,2023-08-05 19:45:00,60,30,#PromDreams #HighSchoolFairytale,8932f764-8663-4efe-b5b8-7509d857e153,excitement,"Daydreaming about the upcoming prom. The dress, the dance � it's a fairytale in the making!",true,https://images.pexels.com/photos/1105666/pexels-photo-1105666.jpeg
089551ad-c3a3-4b10-aeb0-78b8a48c47d3,2023-09-03 21:40:00,32,16,#Empathetic #LanternOfCompassion,36902432-5cc3-4aa5-9d91-471c330cc2d1,,"With empathy as a lantern, wandering through the dark alleys of sorrow, illuminating the path with compassion and care.",false,https://images.pexels.com/photos/841130/pexels-photo-841130.jpeg
08b9943a-3da3-4fd5-a2f1-0eea8d290d37,2022-04-01 18:30:00,38,19,#Grateful #GoldenHues,36902432-5cc3-4aa5-9d91-471c330cc2d1,,"Bathed in the golden hues of gratefulness, a sunset of appreciation casting its warm glow on the landscapes of the heart.",true,https://images.pexels.com/photos/845242/pexels-photo-845242.jpeg
08cf575b-80b4-4362-9f2d-80b780d604a4,2023-08-28 16:00:00,36,18,#OrigamiMaster #HighSchoolArt,59665a53-5d2d-4f11-bd4f-325594bf0c14,joy,Perfecting the art of creating origami during a dull lecture. Origami mastery: A+!,false,https://images.pexels.com/photos/1105666/pexels-photo-1105666.jpeg
097a2c82-b023-4879-802b-dfb282cd517c,2019-08-05 21:00:00,30,15,#Heartbreak #LostLove,36902432-5cc3-4aa5-9d91-471c330cc2d1,,Drowning in sorrow as memories of lost love resurface.,false,https://images.pexels.com/photos/41162/moon-landing-apollo-11-nasa-buzz-aldrin-41162.jpeg
097e1861-2ca8-49c6-aeb2-6715496d63ff,2021-07-01 12:10:00,42,21,#Compassionate #TearsOfEmpathy,8932f764-8663-4efe-b5b8-7509d857e153,,"A compassionate rain, tears of empathy falling gently, nurturing the seeds of kindness in the garden of human connections.",true,https://images.pexels.com/photos/1576939/pexels-photo-1576939.jpeg
09fccc23-11ba-4d96-ada2-64b607a490d4,2021-05-15 11:45:00,30,15,#Confusion #ThoughtLabyrinth,59665a53-5d2d-4f11-bd4f-325594bf0c14,confusion,"Entangled in the web of thoughts, confusion reigning as I navigate the labyrinth of ideas.",false,https://images.pexels.com/photos/2047905/pexels-photo-2047905.jpeg
0a1665a0-249d-4a3c-bb1c-e3f39bb49750,2021-09-20 14:30:00,35,18,#Rejuvenation #SeasideEscape,36902432-5cc3-4aa5-9d91-471c330cc2d1,,Rejuvenated by the salty breeze and the sound of waves at the seaside.,false,https://images.pexels.com/photos/820735/pexels-photo-820735.jpeg
0a50069b-8678-40d0-9fb2-bd2618873771,2023-01-26 09:45:00,50,25,#Inspiration #Workshop,8932f764-8663-4efe-b5b8-7509d857e153,positive,Feeling inspired after attending a workshop.,false,https://images.pexels.com/photos/2280571/pexels-photo-2280571.jpeg
0b11ffa5-27a4-4192-956d-ba40155963e4,2019-04-18 16:30:00,40,20,#Romance #TimelessCity,8932f764-8663-4efe-b5b8-7509d857e153,,"Embarking on a gondola ride in Venice, each canal reflecting the romance of this timeless city.",true,https://images.pexels.com/photos/380782/pexels-photo-380782.jpeg
0b260112-195e-456c-afb9-8e3f0cf2e847,2021-06-25 17:50:00,44,22,#Overwhelmed #BouldersOfExhaustion,bc1f7e4a-d3a3-4681-bdc8-2990fbf7e59d,,"Overwhelmed by the weight of the world, Atlas with trembling shoulders, each responsibility a boulder in the landscape of exhaustion.",true,https://images.pexels.com/photos/460672/pexels-photo-460672.jpeg
0b3fee23-5069-432d-9777-158bd7a27fbf,2015-11-08 10:00:00,35,18,#Curiosity #AncientMysteries,8932f764-8663-4efe-b5b8-7509d857e153,,Curiosity awakened by the mysteries of an ancient archaeological site.,false,https://images.pexels.com/photos/1128317/pexels-photo-1128317.jpeg
0b707d66-e17c-4233-aaed-ae02536ac116,2019-03-02 20:20:00,70,35,#Adventure #CulinaryJourney,59665a53-5d2d-4f11-bd4f-325594bf0c14,,"Embarking on a culinary adventure, savoring exotic flavors around the world.",false,https://images.pexels.com/photos/460672/pexels-photo-460672.jpeg
0bf6ed51-4ef9-48be-b05a-10ca3ebd2af4,2020-09-18 13:45:00,20,10,#Determination #AchieveTheImpossible,59665a53-5d2d-4f11-bd4f-325594bf0c14,,"Facing challenges head-on, a determination that fuels the fire within to achieve the impossible.",false,https://images.pexels.com/photos/1190297/pexels-photo-1190297.jpeg
0c47a578-2364-4202-be53-f34a75105662,2017-09-25 11:30:00,40,20,#Arousal #FestivalExcitement,8932f764-8663-4efe-b5b8-7509d857e153,,Arousal of excitement for an upcoming festival.,false,https://images.pexels.com/photos/2150/sky-space-dark-galaxy.jpg
0c8240da-9947-4654-a2b4-3a565d817934,2019-10-25 16:50:00,30,15,#Inspired #CreativePhoenix,bc1f7e4a-d3a3-4681-bdc8-2990fbf7e59d,,"Bathed in the glow of inspiration, a creative phoenix rising from the ashes of ordinary thoughts to explore new realms.",true,https://images.pexels.com/photos/1040160/pexels-photo-1040160.jpeg
0c94558e-9cc3-4ddd-ae70-e8edadf08ff3,2023-07-14 23:00:00,26,13,#Fearful #SpecterOfTheUnknown,59665a53-5d2d-4f11-bd4f-325594bf0c14,,"Fearful whispers in the dark, the mind haunted by the specter of the unknown, shadows dancing to the rhythm of anxiety's tune.",false,https://images.pexels.com/photos/1545590/pexels-photo-1545590.jpeg
0d5e14c7-a608-489a-95a7-b72f9366a95a,2023-02-01 13:30:00,35,18,#BikeRide #ScenicTrails,8932f764-8663-4efe-b5b8-7509d857e153,positive,Sunday bike ride through scenic trails.,false,https://images.pexels.com/photos/1173777/pexels-photo-1173777.jpeg
0d9b19c2-9eac-40f8-aea9-aea95ac1a398,2019-11-18 21:20:00,20,10,#Loneliness #Isolation,59665a53-5d2d-4f11-bd4f-325594bf0c14,,Loneliness creeps in as the night grows colder.,false,https://images.pexels.com/photos/322207/pexels-photo-322207.jpeg
0dfac561-5087-4766-b024-0931bd759aae,2023-01-23 16:20:00,50,25,#LanguageLearning #PersonalGrowth,59665a53-5d2d-4f11-bd4f-325594bf0c14,positive,Learning a new language for personal growth.,true,https://images.pexels.com/photos/259637/pexels-photo-259637.jpeg
0e3f68bc-4abf-4f1b-987c-89013d59c8ce,2019-07-28 21:30:00,70,35,#Energy #BeyonceConcert,bc1f7e4a-d3a3-4681-bdc8-2990fbf7e59d,,"Dancing under the stars at Beyonc�'s live show, feeling the power of 'Single Ladies' in every move.",false,https://images.pexels.com/photos/933054/pexels-photo-933054.jpeg
0e515380-00ef-4369-ae52-a690ea803b02,2023-06-22 13:45:00,50,25,#NatureWonders #SeniorGarden,8932f764-8663-4efe-b5b8-7509d857e153,,"Taking a stroll in the garden, appreciating the beauty of blooming flowers. Nature's wonders never cease. #GardenWalk #FloralBeauty",false,https://images.pexels.com/photos/794064/pexels-photo-794064.jpeg
0f2dae5d-9593-4e6e-be86-a258e98aa1c0,2023-01-29 20:20:00,35,18,#CozyNight #MovieTime,8932f764-8663-4efe-b5b8-7509d857e153,positive,A cozy evening with a good movie.,false,https://images.pexels.com/photos/270789/pexels-photo-270789.jpeg
0fa198f3-0da7-4633-900b-0ad2ccfffdac,2015-12-15 16:15:00,50,25,#Bitterness #WoundedHeart,59665a53-5d2d-4f11-bd4f-325594bf0c14,,"Bitterness like a poison, seeping into every crevice of the wounded heart.",false,https://images.pexels.com/photos/1264210/pexels-photo-1264210.jpeg
0ff93cde-0527-43e2-89f8-e9bf2954e00b,2016-12-12 10:00:00,50,25,#Betrayal #ReverberatingPromises,8932f764-8663-4efe-b5b8-7509d857e153,,"In the wasteland of lost trust, the echoes of broken promises reverberate.",false,https://images.pexels.com/photos/125510/pexels-photo-125510.jpeg
1071f885-99b1-4725-9ca4-afeeff6d297e,2023-03-30 16:30:00,32,16,#Zest #FieldsOfEnthusiasm,36902432-5cc3-4aa5-9d91-471c330cc2d1,,"With a zestful heart, sprinting through fields of enthusiasm, chasing sunbeams and laughter in the meadows of joy.",false,https://images.pexels.com/photos/691637/pexels-photo-691637.jpeg
10e38800-b681-4a46-a0a1-5b14b23cf039,2023-09-24 17:30:00,42,21,#SayingGoodbye #HighSchoolEmotions,bc1f7e4a-d3a3-4681-bdc8-2990fbf7e59d,,Feeling a sense of emptiness after a close friend moves away. Farewells are always sad.,false,https://images.pexels.com/photos/845242/pexels-photo-845242.jpeg
10e4b1a4-d04f-4157-b503-7136d88cbdf3,2018-07-08 23:00:00,80,40,#Wonder #StargazingAdventure,8932f764-8663-4efe-b5b8-7509d857e153,,A sense of wonder at the vastness of the cosmos on a stargazing night.,false,https://images.pexels.com/photos/248547/pexels-photo-248547.jpeg
10fbba77-b116-4e34-9101-fae06a35fbc5,2023-01-17 08:00:00,60,30,#Politics #Debate,8932f764-8663-4efe-b5b8-7509d857e153,negative,Political discussions heating up on the timeline.,true,https://images.pexels.com/photos/1926769/pexels-photo-1926769.jpeg
115e645d-870b-4c48-8876-3a6e27dfdb7b,2019-11-18 15:15:00,50,25,#Playful #JugglingResponsibilities,bc1f7e4a-d3a3-4681-bdc8-2990fbf7e59d,,"Playfully juggling responsibilities, a circus performer balancing the acts of work and joy, tossing laughter into the air.",false,https://images.pexels.com/photos/135018/pexels-photo-135018.jpeg
11fd8e33-4588-4ab3-9070-df5485c57ced,2016-11-28 19:00:00,15,7,#Boredom #Monotony,8932f764-8663-4efe-b5b8-7509d857e153,,"Boredom settles like dust, life feels mundane.",true,https://images.pexels.com/photos/18396/pexels-photo.jpg
121b4a2e-d673-4982-ba17-02163229dbf7,2022-05-30 11:30:00,25,12,#Ambivalence #UncertainChoices,36902432-5cc3-4aa5-9d91-471c330cc2d1,,"Torn between conflicting emotions, an ambivalence that paints my decisions in shades of uncertainty.",false,https://images.pexels.com/photos/911758/pexels-photo-911758.jpeg
123ca0ce-5ac2-4d3b-bd43-6c94a3b01474,2017-11-15 22:30:00,45,22,#Success #NightSkyTriumph,59665a53-5d2d-4f11-bd4f-325594bf0c14,,"In the celebration of success, fireworks of accomplishment light up the night sky of triumph.",false,https://images.pexels.com/photos/1576939/pexels-photo-1576939.jpeg
12695525-6b5b-47f4-9cab-85812f4f7800,2022-09-28 15:45:00,60,30,#Enchantment #ChildhoodFantasies,8932f764-8663-4efe-b5b8-7509d857e153,,"Lost in the enchantment of Disneyland, each ride a journey into the realm of childhood fantasies.",false,https://images.pexels.com/photos/235731/pexels-photo-235731.jpeg
12e97ad7-beaf-4006-8188-68e363cf00d4,2023-07-04 17:00:00,70,35,#HeartwarmingMoments #SeniorFamily,bc1f7e4a-d3a3-4681-bdc8-2990fbf7e59d,,"Hosted a family dinner, where laughter echoed louder than the clinking of utensils. Family, the heart of happiness. #FamilyDinner #SeniorHost",true,https://images.pexels.com/photos/248159/pexels-photo-248159.jpeg
13bca171-99b3-43c3-bc09-cdd7f89b3d83,2023-02-28 16:00:00,60,30,#Pride #FitnessChallengeCompleted,36902432-5cc3-4aa5-9d91-471c330cc2d1,pride,Pride in completing a challenging fitness challenge.,false,https://images.pexels.com/photos/346885/pexels-photo-346885.jpeg
1419a013-11a7-4217-9a9a-a9d65850ef96,2021-07-20 18:15:00,45,22,#OceansFreedom #SurfingThrills,59665a53-5d2d-4f11-bd4f-325594bf0c14,,"As the waves crash against the shore, the surfer embraces the thrill of riding the ocean's energy, capturing the essence of freedom in each wave.",true,https://images.pexels.com/photos/158063/bellingrath-gardens-alabama-landscape-scenic-158063.jpeg
178a6bc8-b63f-4729-b69e-7869a4795862,2020-02-10 11:15:00,30,15,#Happiness #SunnyDay,8932f764-8663-4efe-b5b8-7509d857e153,happiness,Happiness blooms like flowers in a garden on a sunny day.,false,https://images.pexels.com/photos/951531/pexels-photo-951531.jpeg
1822cb95-910c-4b7d-a6de-80e283b369a7,2023-02-22 17:00:00,18,9,#Indifference #DriftingThroughLife,bc1f7e4a-d3a3-4681-bdc8-2990fbf7e59d,,"Drifting through the day with an air of nonchalance, indifferent to the trivialities of life.",false,https://images.pexels.com/photos/259637/pexels-photo-259637.jpeg
18a9ab11-c284-4979-848c-9abe2ce506aa,2020-09-17 16:30:00,30,15,#Enthusiasm #ArtisticProject,36902432-5cc3-4aa5-9d91-471c330cc2d1,,Enthusiasm for a new artistic project in the works.,true,https://images.pexels.com/photos/416778/pexels-photo-416778.jpeg
195abd58-3ee1-44e8-b907-4b9389fe4c1a,2014-09-14 08:30:00,30,15,#Empowerment #Community,8932f764-8663-4efe-b5b8-7509d857e153,,Empowered to make a difference in my community.,true,https://images.pexels.com/photos/466685/pexels-photo-466685.jpeg
1a42e27d-d346-4664-9aab-80056601946c,2018-04-12 18:30:00,70,35,#Happiness #SpiritLifter,36902432-5cc3-4aa5-9d91-471c330cc2d1,happiness,"Laughter echoes in the air, a chorus of happiness that lifts the spirit higher.",false,https://images.pexels.com/photos/911738/pexels-photo-911738.jpeg
1a99ca1b-ac77-48c0-aa33-296457bab4b1,2017-07-18 17:45:00,60,30,#EmotionalStorm #SadnessWhirlwind,59665a53-5d2d-4f11-bd4f-325594bf0c14,,"Emotional storm, a whirlwind of sadness engulfs every thought.",true,https://images.pexels.com/photos/47547/squirrel-animal-cute-rodents-47547.jpeg
1ae39068-8c9d-4239-8107-8b07d83600ea,2017-12-08 19:15:00,45,22,#Hope #BusinessVenture,36902432-5cc3-4aa5-9d91-471c330cc2d1,,Hopeful about the prospects of a new business venture.,false,https://images.pexels.com/photos/886521/pexels-photo-886521.jpeg
1b15b582-8ea7-454a-b942-a35afcf6d655,2023-02-17 10:45:00,45,22,#Adoration #PetLove,59665a53-5d2d-4f11-bd4f-325594bf0c14,adoration,Overflowing with adoration for my adorable pet! ??,false,https://images.pexels.com/photos/1545743/pexels-photo-1545743.jpeg
1b5be6a6-5411-4104-a1c6-8368673debaf,2022-03-12 19:55:00,38,19,#Grateful #GuidingStar,8932f764-8663-4efe-b5b8-7509d857e153,,"Gratitude as a guiding star, navigating the constellation of blessings in the vast universe of life's precious moments.",true,https://images.pexels.com/photos/1926769/pexels-photo-1926769.jpeg
1b787cbe-7972-44a5-9cf6-ec65c73a29b2,2022-07-17 06:15:00,28,14,#Hopeful #SeedsOfOptimism,bc1f7e4a-d3a3-4681-bdc8-2990fbf7e59d,,"Embraced by the hopeful dawn, a gardener sowing seeds of optimism, tending to the blooms of a brighter tomorrow.",false,https://images.pexels.com/photos/847393/pexels-photo-847393.jpeg
1b878560-9219-432f-98d1-f8594f376bc4,2019-09-28 19:45:00,40,20,#Immersion #CaptivatingNovel,bc1f7e4a-d3a3-4681-bdc8-2990fbf7e59d,,"Lost in the pages of a captivating novel, transported to another world.",false,https://images.pexels.com/photos/247376/pexels-photo-247376.jpeg
1be08d6c-c4d9-4287-84e1-d5eab437bda9,2023-02-25 14:45:00,50,25,#Surprise #OldFriends,bc1f7e4a-d3a3-4681-bdc8-2990fbf7e59d,surprise,A surprise visit from an old friend brought tears of joy.,false,https://images.pexels.com/photos/18397/pexels-photo.jpg
1c9bcfd7-c773-4592-8aff-6621813cb403,2023-03-02 18:00:00,30,15,#Calmness #Mindfulness,8932f764-8663-4efe-b5b8-7509d857e153,calmness,Calmness prevails as I practice mindfulness.,false,https://images.pexels.com/photos/256417/pexels-photo-256417.jpeg
1d08bac8-894f-4fda-80f0-15fc234f737b,2019-06-28 18:20:00,45,22,#Fulfillment #FitnessGoals,36902432-5cc3-4aa5-9d91-471c330cc2d1,,Fulfillment in completing a challenging workout routine.,false,https://images.pexels.com/photos/1389429/pexels-photo-1389429.jpeg
1d5cf7d9-27cd-41e0-a991-ae2683106be1,2023-07-16 14:00:00,60,30,#FriendshipAdventures #SeniorNostalgia,bc1f7e4a-d3a3-4681-bdc8-2990fbf7e59d,,"Hosted a 'memory lane' evening with old friends, reminiscing about the adventures that shaped our lives. #MemoryLane #SeniorReminiscing",true,https://images.pexels.com/photos/1252890/pexels-photo-1252890.jpeg
1d76db2d-e543-45ef-9e19-030dd7621208,2023-06-29 16:30:00,50,25,#TimelessTunes #SeniorJazz,bc1f7e4a-d3a3-4681-bdc8-2990fbf7e59d,joy,"Attended a jazz concert and swayed to the rhythm of timeless tunes. Music, a constant companion in the golden years. #JazzConcert #SeniorMusic",true,https://images.pexels.com/photos/1162251/pexels-photo-1162251.jpeg
1ec10b18-ca18-4e0e-a47d-3a7cd44c6937,2018-12-15 20:15:00,45,22,#Despair #OwnGoal,59665a53-5d2d-4f11-bd4f-325594bf0c14,,"In the midst of a soccer match, an unexpected own goal creates a moment of despair for the player, as teammates console and encourage them.",false,https://images.pexels.com/photos/691637/pexels-photo-691637.jpeg
1ef450fd-50cc-4cd8-b7ea-9bff5d5aea6b,2020-09-15 14:45:00,80,40,#Thrill #CulturalCelebration,8932f764-8663-4efe-b5b8-7509d857e153,,Thrilled to witness the grandeur of a cultural festival.,false,https://images.pexels.com/photos/911738/pexels-photo-911738.jpeg
1f70889d-4557-4a31-94ed-d3bc5ccedf9d,2020-09-18 19:30:00,60,30,#Reflection #BoxingDefeat,8932f764-8663-4efe-b5b8-7509d857e153,,"Facing a defeat in the championship, the boxer reflects on the challenges, vowing to return stronger and more determined in the next bout.",true,https://images.pexels.com/photos/1701202/pexels-photo-1701202.jpeg
1f8e97d7-63f9-4258-8c6a-edbef363173d,2017-03-28 22:00:00,55,28,#Despair #EndlessReverberation,59665a53-5d2d-4f11-bd4f-325594bf0c14,,"In the labyrinth of despair, the echoes of a broken heart reverberate endlessly.",false,https://images.pexels.com/photos/18396/pexels-photo.jpg
219f4799-89fb-4275-ab22-95f6548d3d2d,2023-02-24 16:00:00,30,15,#Affection #FamilyLove,36902432-5cc3-4aa5-9d91-471c330cc2d1,affection,Sending affectionate vibes to friends and family.,true,https://images.pexels.com/photos/414860/pexels-photo-414860.jpeg
22342747-8a59-48aa-868a-d0fe4b3e88da,2023-02-21 14:45:00,50,25,#Sadness #Farewell,8932f764-8663-4efe-b5b8-7509d857e153,sadness,Heartfelt sadness after bidding farewell to a dear friend.,false,https://images.pexels.com/photos/1371360/pexels-photo-1371360.jpeg
223d976e-f9bd-4324-90ec-6d15bfe32b82,2023-02-28 16:20:00,50,25,#Tranquility #ZenWisdom,36902432-5cc3-4aa5-9d91-471c330cc2d1,,"In the tranquility of Kyoto's bamboo forest, whispers of ancient Zen wisdom echo through the groves.",false,https://images.pexels.com/photos/1666012/pexels-photo-1666012.jpeg
228948ca-4fad-4ad6-a983-63912b19532f,2023-10-01 14:15:00,39,20,#MissedMoments #HighSchoolRegret,36902432-5cc3-4aa5-9d91-471c330cc2d1,,Missing out on a long-anticipated event due to unexpected circumstances. A day filled with sadness.,false,https://images.pexels.com/photos/442576/pexels-photo-442576.jpeg
23187d46-e843-46d3-bb55-a9567924e0ae,2021-01-15 13:00:00,46,23,#Confident #DanceOfLife,59665a53-5d2d-4f11-bd4f-325594bf0c14,,"Confident strides in the dance of life, a ballroom where self-assuredness leads, twirling through challenges with grace.",false,https://images.pexels.com/photos/1105666/pexels-photo-1105666.jpeg
237b40cc-f3ba-4c09-823c-69c107ad7094,2023-05-28 12:00:00,35,18,#ClassEvent #TeenExcitement,bc1f7e4a-d3a3-4681-bdc8-2990fbf7e59d,surprise,"Staring at the clock in class, waiting for the bell to ring like it's the most exciting event of the day. #ClassCountdown #TeenLife",true,https://images.pexels.com/photos/66898/elephant-cub-tsavo-kenya-66898.jpeg
23d11967-a5fe-4ea1-bffb-15ba8ea8a66b,2012-03-10 08:30:00,30,15,#Gratitude #Supportive,8932f764-8663-4efe-b5b8-7509d857e153,,Gratitude for the support received during tough times.,true,https://images.pexels.com/photos/1154198/pexels-photo-1154198.jpeg
23f4daa5-930f-49ae-8aab-e65c4d3a7b11,2022-08-05 11:30:00,30,15,#Ambivalence #CrossroadsConfusion,bc1f7e4a-d3a3-4681-bdc8-2990fbf7e59d,,"Ambivalence in the air, caught between the crossroads of conflicting emotions and decisions.",true,https://images.pexels.com/photos/821749/pexels-photo-821749.jpeg
240fa100-8a95-4d01-ba00-f54ccfd93ccf,2023-06-19 16:30:00,45,22,#CherishedPlaces #SeniorTravel,bc1f7e4a-d3a3-4681-bdc8-2990fbf7e59d,joy,"Embarked on a road trip to revisit cherished places from the past. Nostalgia, the ultimate travel companion. #RoadTrip #NostalgiaTour",false,https://images.pexels.com/photos/403571/pexels-photo-403571.jpeg
24e15acd-b37a-4236-8f18-4ec9c7555c09,2023-10-11 16:45:00,37,19,#ScienceFair #HighSchoolScience,bc1f7e4a-d3a3-4681-bdc8-2990fbf7e59d,neutral,Participating in a science fair to showcase a unique experiment. Sharing knowledge with peers.,false,https://images.pexels.com/photos/248159/pexels-photo-248159.jpeg
24fc259a-bfb4-41d7-9982-d4bd81cb98c8,2023-10-07 20:45:00,45,22,#SchoolClubs #HighSchoolInterests,36902432-5cc3-4aa5-9d91-471c330cc2d1,neutral,Attending a school club meeting to explore new interests. Dabbling in extracurricular activities.,false,https://images.pexels.com/photos/821749/pexels-photo-821749.jpeg
2592a010-8fe6-43ca-a93e-74131ce66d2c,2023-01-21 08:40:00,45,22,#Reading #CoffeeTime,59665a53-5d2d-4f11-bd4f-325594bf0c14,positive,Sipping coffee and enjoying a good book.,true,https://images.pexels.com/photos/34098/south-africa-hluhluwe-giraffes-pattern.jpg
25a499e8-9db2-4ac9-9535-bc9d330fc94c,2020-08-15 12:30:00,55,28,#Desolation #UntoldSorrows,59665a53-5d2d-4f11-bd4f-325594bf0c14,,"Wandering through the cemetery of lost dreams, tombstones marking untold sorrows.",false,https://images.pexels.com/photos/158826/structure-light-led-movement-158826.jpeg
